artistid|artist|songname|releasename|workid|recordingid|release_group|releasedate|label_cnt|country_cnt|rating
303|The Beatles|Twist and Shout|The U.S. Albums|7426353|14523237|1340104|2014-1-21|1|1|80
303|The Beatles|We Can Work It Out|The U.S. Albums|5682217|177460|1340104|2014-1-21|1|1|80
303|The Beatles|We Can Work It Out|The U.S. Albums|5682217|5682217|1340104|2014-1-21|1|1|80
303|The Beatles|What You’re Doing|The U.S. Albums|368507|368507|1340104|2014-1-21|1|1|80
303|The Beatles|What You’re Doing|The U.S. Albums|368507|14523250|1340104|2014-1-21|1|1|80
303|The Beatles|Words of Love|The U.S. Albums|368503|368503|1340104|2014-1-21|1|1|80
303|The Beatles|Words of Love|The U.S. Albums|368503|14523246|1340104|2014-1-21|1|1|80
303|The Beatles|Yellow Submarine|The U.S. Albums|15257|6386175|1340104|2014-1-21|1|1|80
303|The Beatles|Yellow Submarine|The U.S. Albums|15257|12615241|1340104|2014-1-21|1|1|80
303|The Beatles|Yesterday|The U.S. Albums|674763|14523222|1340104|2014-1-21|1|1|80
303|The Beatles|Yesterday|The U.S. Albums|674763|14523264|1340104|2014-1-21|1|1|80
303|The Beatles|You Can’t Do That|The U.S. Albums|194160|2759209|1340104|2014-1-21|1|1|80
303|The Beatles|You Can’t Do That|The U.S. Albums|194160|14523320|1340104|2014-1-21|1|1|80
303|The Beatles|You Like Me Too Much|The U.S. Albums|674760|14523219|1340104|2014-1-21|1|1|80
303|The Beatles|You Like Me Too Much|The U.S. Albums|674760|14523261|1340104|2014-1-21|1|1|80
303|The Beatles|You’re Going to Lose That Girl|The U.S. Albums|674756|14523215|1340104|2014-1-21|1|1|80
303|The Beatles|You’re Going to Lose That Girl|The U.S. Albums|674756|14523257|1340104|2014-1-21|1|1|80
303|The Beatles|You’ve Got to Hide Your Love Away|The U.S. Albums|674753|14523212|1340104|2014-1-21|1|1|80
303|The Beatles|You’ve Got to Hide Your Love Away|The U.S. Albums|674753|14523254|1340104|2014-1-21|1|1|80
303|The Beatles|You’ve Really Got a Hold on Me|The U.S. Albums|7906560|659220|1340104|2014-1-21|1|1|80
303|The Beatles|You’ve Really Got a Hold on Me|The U.S. Albums|7906560|14506515|1340104|2014-1-21|1|1|80
303|The Beatles|A Hard Day’s Night|Meet The Beatles|6253455|2815976|1399698|2014-7-22|1|1|60
303|The Beatles|A Taste of Honey|Meet The Beatles|295302|14523235|1399698|2014-7-22|1|1|0
303|The Beatles|Act Naturally|Meet The Beatles|674758|674758|1399698|2014-7-22|1|1|0
303|The Beatles|All I’ve Got to Do|Meet The Beatles|286216|659212|1399698|2014-7-22|1|1|0
303|The Beatles|All My Loving|Meet The Beatles|2261384|977878|1399698|2014-7-22|1|1|0
303|The Beatles|And I Love Her|Meet The Beatles|8954068|2346981|1399698|2014-7-22|1|1|0
303|The Beatles|Anna (Go to Him)|Meet The Beatles|8285324|14523226|1399698|2014-7-22|1|1|0
303|The Beatles|Another Girl|Meet The Beatles|674755|674755|1399698|2014-7-22|1|1|0
303|The Beatles|Ask Me Why|Meet The Beatles|295296|14523229|1399698|2014-7-22|1|1|0
303|The Beatles|Baby It’s You|Meet The Beatles|6377715|14523233|1399698|2014-7-22|1|1|0
303|The Beatles|Boys|Meet The Beatles|8485105|14523228|1399698|2014-7-22|1|1|0
303|The Beatles|Can’t Buy Me Love|Meet The Beatles|1141092|6377526|1399698|2014-7-22|1|1|0
303|The Beatles|Can’t Buy Me Love|Meet The Beatles|1141092|14523315|1399698|2014-7-22|1|1|0
303|The Beatles|Chains|Meet The Beatles|8274576|14523227|1399698|2014-7-22|1|1|0
303|The Beatles|Devil in His Heart|Meet The Beatles|1777813|1777813|1399698|2014-7-22|1|1|0
303|The Beatles|Do You Want to Know a Secret|Meet The Beatles|295301|14523234|1399698|2014-7-22|1|1|0
303|The Beatles|Don’t Bother Me|Meet The Beatles|286218|659214|1399698|2014-7-22|1|1|0
303|The Beatles|From Me to You|Meet The Beatles|177449|177449|1399698|2014-7-22|1|1|0
303|The Beatles|Help!|Meet The Beatles|6267351|674751|1399698|2014-7-22|1|1|0
303|The Beatles|Hold Me Tight|Meet The Beatles|286223|286223|1399698|2014-7-22|1|1|0
303|The Beatles|I Feel Fine|Meet The Beatles|177454|12377303|1399698|2014-7-22|1|1|0
303|The Beatles|I Need You|Meet The Beatles|674754|674754|1399698|2014-7-22|1|1|0
303|The Beatles|I Saw Her Standing There|Meet The Beatles|295291|14523224|1399698|2014-7-22|1|1|0
303|The Beatles|I Should Have Known Better|Meet The Beatles|194150|15746933|1399698|2014-7-22|1|1|0
303|The Beatles|I Wanna Be Your Man|Meet The Beatles|286225|1434054|1399698|2014-7-22|1|1|0
303|The Beatles|I Want to Hold Your Hand|Meet The Beatles|7945955|3090591|1399698|2014-7-22|1|1|0
303|The Beatles|It Won’t Be Long|Meet The Beatles|286215|659211|1399698|2014-7-22|1|1|0
303|The Beatles|It’s Only Love|Meet The Beatles|674759|674759|1399698|2014-7-22|1|1|0
303|The Beatles|I’ll Be Back|Meet The Beatles|194161|804638|1399698|2014-7-22|1|1|0
303|The Beatles|I’ll Cry Instead|Meet The Beatles|6186932|10141071|1399698|2014-7-22|1|1|0
303|The Beatles|I’ve Just Seen a Face|Meet The Beatles|674762|674762|1399698|2014-7-22|1|1|0
303|The Beatles|Komm, gib mir deine Hand|Meet The Beatles|6186942|3090713|1399698|2014-7-22|1|1|0
303|The Beatles|Little Child|Meet The Beatles|286219|286219|1399698|2014-7-22|1|1|0
303|The Beatles|Long Tall Sally|Meet The Beatles|9026995|14389478|1399698|2014-7-22|1|1|0
303|The Beatles|Love Me Do|Meet The Beatles|295298|14550202|1399698|2014-7-22|1|1|0
303|The Beatles|Matchbox|Meet The Beatles|6186937|14214067|1399698|2014-7-22|1|1|0
303|The Beatles|Misery|Meet The Beatles|295292|14523225|1399698|2014-7-22|1|1|0
303|The Beatles|Money (That’s What I Want)|Meet The Beatles|286228|6842716|1399698|2014-7-22|1|1|50
303|The Beatles|Not a Second Time|Meet The Beatles|286227|286227|1399698|2014-7-22|1|1|0
303|The Beatles|P.S. I Love You|Meet The Beatles|295299|14523232|1399698|2014-7-22|1|1|0
303|The Beatles|Please Mr. Postman|Meet The Beatles|6563829|1664143|1399698|2014-7-22|1|1|0
303|The Beatles|Please Please Me|Meet The Beatles|295297|14523230|1399698|2014-7-22|1|1|0
303|The Beatles|Roll Over Beethoven|Meet The Beatles|8322242|286222|1399698|2014-7-22|1|1|0
303|The Beatles|She Loves You|Meet The Beatles|5682002|10506875|1399698|2014-7-22|1|1|0
303|The Beatles|Sie liebt dich|Meet The Beatles|6377572|6377572|1399698|2014-7-22|1|1|0
303|The Beatles|Slow Down|Meet The Beatles|6186936|14214066|1399698|2014-7-22|1|1|0
303|The Beatles|Tell Me What You See|Meet The Beatles|674761|674761|1399698|2014-7-22|1|1|0
303|The Beatles|The Night Before|Meet The Beatles|674752|674752|1399698|2014-7-22|1|1|100
303|The Beatles|There’s a Place|Meet The Beatles|295303|14523236|1399698|2014-7-22|1|1|0
303|The Beatles|Things We Said Today|Meet The Beatles|7295146|10141072|1399698|2014-7-22|1|1|80
303|The Beatles|This Boy|Meet The Beatles|8473675|3090593|1399698|2014-7-22|1|1|0
303|The Beatles|Ticket to Ride|Meet The Beatles|674757|352249|1399698|2014-7-22|1|1|0
303|The Beatles|Till There Was You|Meet The Beatles|286220|1434052|1399698|2014-7-22|1|1|0
303|The Beatles|Twist and Shout|Meet The Beatles|7426353|14523237|1399698|2014-7-22|1|1|0
303|The Beatles|Yesterday|Meet The Beatles|674763|674763|1399698|2014-7-22|1|1|0
303|The Beatles|You Can’t Do That|Meet The Beatles|194160|2759209|1399698|2014-7-22|1|1|0
303|The Beatles|You Like Me Too Much|Meet The Beatles|674760|674760|1399698|2014-7-22|1|1|0
303|The Beatles|You’re Going to Lose That Girl|Meet The Beatles|674756|674756|1399698|2014-7-22|1|1|0
303|The Beatles|You’ve Got to Hide Your Love Away|Meet The Beatles|674753|674753|1399698|2014-7-22|1|1|0
303|The Beatles|You’ve Really Got a Hold on Me|Meet The Beatles|7906560|659220|1399698|2014-7-22|1|1|0
825|The Rolling Stones|Before They Make Me Run|Biggest Mistake|12459053|15067280|1281818|1962-01-01|1|1|0
825|The Rolling Stones|2000 Light Years From Home|Highwire|306567|8448693|508649|1962-01-01|1|1|0
825|The Rolling Stones|I Just Wanna Make Love to You|Highwire|1469749|5748918|508649|1962-01-01|1|1|0
825|The Rolling Stones|Sympathy for the Devil|Highwire|198360|8448694|508649|1962-01-01|1|1|40
825|The Rolling Stones|(I Can’t Get No) Satisfaction|Hot Rocks 1|357708|246837|1105965|1962-01-01|1|1|0
825|The Rolling Stones|As Tears Go By|Hot Rocks 1|452273|246843|1105965|1962-01-01|1|1|0
825|The Rolling Stones|Get Off of My Cloud|Hot Rocks 1|435909|246840|1105965|1962-01-01|1|1|0
825|The Rolling Stones|Let’s Spend the Night Together|Hot Rocks 1|6788061|272000|1105965|1962-01-01|1|1|0
825|The Rolling Stones|Mother's Little Helper|Hot Rocks 1|269109|234710|1105965|1962-01-01|1|1|0
825|The Rolling Stones|Paint It Black|Hot Rocks 1|2750305|7608673|1105965|1962-01-01|1|1|80
825|The Rolling Stones|Play With Fire|Hot Rocks 1|357711|246836|1105965|1962-01-01|1|1|0
825|The Rolling Stones|Ruby Tuesday|Hot Rocks 1|277644|271999|1105965|1962-01-01|1|1|0
825|The Rolling Stones|Time Is on My Side|Hot Rocks 1|4378180|246829|1105965|1962-01-01|1|1|0
825|The Rolling Stones|Under My Thumb|Hot Rocks 1|435908|269112|1105965|1962-01-01|1|1|0
825|The Rolling Stones|Brown Sugar|Hot Rocks 2|6788069|13661714|1169352|1962-01-01|1|1|0
825|The Rolling Stones|Gimme Shelter|Hot Rocks 2|382868|245451|1169352|1962-01-01|1|1|0
825|The Rolling Stones|Honky Tonk Women|Hot Rocks 2|5652898|13661710|1169352|1962-01-01|1|1|0
825|The Rolling Stones|Jumpin’ Jack Flash|Hot Rocks 2|5652861|13661707|1169352|1962-01-01|1|1|0
825|The Rolling Stones|Street Fighting Man|Hot Rocks 2|198365|13661708|1169352|1962-01-01|1|1|0
825|The Rolling Stones|Sympathy for the Devil|Hot Rocks 2|198360|13661709|1169352|1962-01-01|1|1|0
825|The Rolling Stones|Wild Horses|Hot Rocks 2|224903|13661715|1169352|1962-01-01|1|1|0
825|The Rolling Stones|You Can’t Always Get What You Want|Hot Rocks 2|245459|13661713|1169352|1962-01-01|1|1|0
825|The Rolling Stones|Angie|Rewind|5652941|5652941|976349|1962-01-01|2|2|80
825|The Rolling Stones|Beast of Burden|Rewind|12429576|159502|976349|1962-01-01|2|2|80
825|The Rolling Stones|Brown Sugar|Rewind|6788069|161430|976349|1962-01-01|2|2|80
825|The Rolling Stones|Doo Doo Doo Doo Doo (Heartbreaker)|Rewind|12451376|690106|976349|1962-01-01|2|2|80
825|The Rolling Stones|Emotional Rescue|Rewind|12459427|16959|976349|1962-01-01|2|2|80
825|The Rolling Stones|Fool to Cry|Rewind|625527|625527|976349|1962-01-01|2|2|80
825|The Rolling Stones|Hang Fire|Rewind|12459539|185378|976349|1962-01-01|2|2|80
825|The Rolling Stones|It's Only Rock 'n' Roll (but I Like It)|Rewind|602630|602630|976349|1962-01-01|2|2|80
825|The Rolling Stones|Miss You|Rewind|109077|159494|976349|1962-01-01|2|2|80
825|The Rolling Stones|Start Me Up|Rewind|185377|161432|976349|1962-01-01|2|2|80
825|The Rolling Stones|Tumbling Dice|Rewind|6788059|161433|976349|1962-01-01|2|2|80
825|The Rolling Stones|Undercover of the Night|Rewind|12460142|161431|976349|1962-01-01|2|2|80
825|The Rolling Stones|Waiting on a Friend|Rewind|12460097|161439|976349|1962-01-01|2|2|80
825|The Rolling Stones|Angie|Rewind (1971–1984)|5652941|5652941|976349|1962-01-01|3|3|80
825|The Rolling Stones|Beast of Burden|Rewind (1971–1984)|12429576|159502|976349|1962-01-01|3|3|80
825|The Rolling Stones|Brown Sugar|Rewind (1971–1984)|6788069|161430|976349|1962-01-01|3|3|80
825|The Rolling Stones|Doo Doo Doo Doo Doo (Heartbreaker)|Rewind (1971–1984)|12451376|690106|976349|1962-01-01|3|3|80
825|The Rolling Stones|Emotional Rescue|Rewind (1971–1984)|12459427|16959|976349|1962-01-01|3|3|80
825|The Rolling Stones|Fool to Cry|Rewind (1971–1984)|625527|625527|976349|1962-01-01|3|3|80
825|The Rolling Stones|Hang Fire|Rewind (1971–1984)|12459539|185378|976349|1962-01-01|3|3|80
825|The Rolling Stones|It's Only Rock 'n' Roll (but I Like It)|Rewind (1971–1984)|602630|602630|976349|1962-01-01|3|3|80
825|The Rolling Stones|Miss You|Rewind (1971–1984)|109077|159494|976349|1962-01-01|3|3|80
825|The Rolling Stones|Start Me Up|Rewind (1971–1984)|185377|161432|976349|1962-01-01|3|3|80
825|The Rolling Stones|Tumbling Dice|Rewind (1971–1984)|6788059|161433|976349|1962-01-01|3|3|80
825|The Rolling Stones|Undercover of the Night|Rewind (1971–1984)|12460142|161431|976349|1962-01-01|3|3|80
825|The Rolling Stones|Waiting on a Friend|Rewind (1971–1984)|12460097|161439|976349|1962-01-01|3|3|80
825|The Rolling Stones|(I Can’t Get No) Satisfaction|Rolled Gold|357708|246837|673961|1962-01-01|4|4|0
825|The Rolling Stones|2000 Light Years From Home|Rolled Gold|306567|306567|673961|1962-01-01|4|4|0
825|The Rolling Stones|As Tears Go By|Rolled Gold|452273|246843|673961|1962-01-01|4|4|0
825|The Rolling Stones|Brown Sugar|Rolled Gold|6788069|161430|673961|1962-01-01|4|4|0
825|The Rolling Stones|Carol|Rolled Gold|10188469|281478|673961|1962-01-01|4|4|0
825|The Rolling Stones|Come On|Rolled Gold|7621504|246819|673961|1962-01-01|4|4|0
825|The Rolling Stones|Get Off of My Cloud|Rolled Gold|435909|246840|673961|1962-01-01|4|4|0
825|The Rolling Stones|Gimme Shelter|Rolled Gold|382868|245451|673961|1962-01-01|4|4|0
825|The Rolling Stones|Honky Tonk Women|Rolled Gold|5652898|7590873|673961|1962-01-01|4|4|0
825|The Rolling Stones|I Wanna Be Your Man|Rolled Gold|286225|246821|673961|1962-01-01|4|4|0
825|The Rolling Stones|It’s All Over Now|Rolled Gold|8462689|246825|673961|1962-01-01|4|4|0
825|The Rolling Stones|I’m Free|Rolled Gold|2941957|246841|673961|1962-01-01|4|4|0
825|The Rolling Stones|Jumpin’ Jack Flash|Rolled Gold|5652861|234722|673961|1962-01-01|4|4|0
825|The Rolling Stones|Let’s Spend the Night Together|Rolled Gold|6788061|272000|673961|1962-01-01|4|4|0
825|The Rolling Stones|Mother's Little Helper|Rolled Gold|269109|234710|673961|1962-01-01|4|4|0
825|The Rolling Stones|Not Fade Away|Rolled Gold|435911|246823|673961|1962-01-01|4|4|0
825|The Rolling Stones|Out of Time|Rolled Gold|6928479|269117|673961|1962-01-01|4|4|0
825|The Rolling Stones|Paint It Black|Rolled Gold|2750305|452250|673961|1962-01-01|4|4|0
825|The Rolling Stones|Play With Fire|Rolled Gold|357711|246836|673961|1962-01-01|4|4|0
825|The Rolling Stones|Ruby Tuesday|Rolled Gold|277644|271999|673961|1962-01-01|4|4|0
825|The Rolling Stones|She’s a Rainbow|Rolled Gold|306564|5750866|673961|1962-01-01|4|4|0
825|The Rolling Stones|Street Fighting Man|Rolled Gold|198365|198365|673961|1962-01-01|4|4|0
825|The Rolling Stones|Sympathy for the Devil|Rolled Gold|198360|198360|673961|1962-01-01|4|4|0
825|The Rolling Stones|Tell Me (You’re Coming Back)|Rolled Gold|1469756|1469756|673961|1962-01-01|4|4|0
825|The Rolling Stones|The Last Time|Rolled Gold|7841507|246835|673961|1962-01-01|4|4|0
825|The Rolling Stones|The Red Rooster|Rolled Gold|587423|246831|673961|1962-01-01|4|4|0
825|The Rolling Stones|Time Is on My Side|Rolled Gold|4378180|246829|673961|1962-01-01|4|4|0
825|The Rolling Stones|Under My Thumb|Rolled Gold|435908|269112|673961|1962-01-01|4|4|0
825|The Rolling Stones|We Love You|Rolled Gold|5652857|786286|673961|1962-01-01|4|4|0
825|The Rolling Stones|Wild Horses|Rolled Gold|224903|224903|673961|1962-01-01|4|4|0
825|The Rolling Stones|You Can’t Always Get What You Want|Rolled Gold|245459|245459|673961|1962-01-01|4|4|0
825|The Rolling Stones|Blinded by Love|Sad Sad Sad|12462496|421566|926365|1962-01-01|1|1|0
825|The Rolling Stones|Sad Sad Sad|Sad Sad Sad|12462108|421561|926365|1962-01-01|1|1|0
825|The Rolling Stones|(I Can’t Get No) Satisfaction|Singles Collection: The London Years|357708|246837|1465560|1962-01-01|1|1|0
825|The Rolling Stones|2000 Light Years From Home|Singles Collection: The London Years|306567|234719|1465560|1962-01-01|1|1|0
825|The Rolling Stones|As Tears Go By|Singles Collection: The London Years|452273|246843|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Brown Sugar|Singles Collection: The London Years|6788069|161430|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Come On|Singles Collection: The London Years|7621504|246819|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Get Off of My Cloud|Singles Collection: The London Years|435909|246840|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Honky Tonk Women|Singles Collection: The London Years|5652898|250912|1465560|1962-01-01|1|1|0
825|The Rolling Stones|I Just Wanna Make Love to You|Singles Collection: The London Years|1469749|246828|1465560|1962-01-01|1|1|0
825|The Rolling Stones|I Wanna Be Your Man|Singles Collection: The London Years|286225|246821|1465560|1962-01-01|1|1|0
825|The Rolling Stones|I Want to Be Loved|Singles Collection: The London Years|12545808|246820|1465560|1962-01-01|1|1|0
825|The Rolling Stones|In Another Land|Singles Collection: The London Years|12545813|234720|1465560|1962-01-01|1|1|0
825|The Rolling Stones|It’s All Over Now|Singles Collection: The London Years|8462689|246825|1465560|1962-01-01|1|1|0
825|The Rolling Stones|I’m Free|Singles Collection: The London Years|2941957|246841|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Jumpin’ Jack Flash|Singles Collection: The London Years|5652861|234722|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Let’s Spend the Night Together|Singles Collection: The London Years|6788061|16598924|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Mother's Little Helper|Singles Collection: The London Years|269109|234710|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Not Fade Away|Singles Collection: The London Years|435911|246823|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Out of Time|Singles Collection: The London Years|6928479|250919|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Paint It Black|Singles Collection: The London Years|2750305|7608673|1465560|1962-01-01|1|1|80
825|The Rolling Stones|Play With Fire|Singles Collection: The London Years|357711|246836|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Ruby Tuesday|Singles Collection: The London Years|277644|234715|1465560|1962-01-01|1|1|0
825|The Rolling Stones|She’s a Rainbow|Singles Collection: The London Years|306564|234718|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Street Fighting Man|Singles Collection: The London Years|198365|198365|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Surprise, Surprise|Singles Collection: The London Years|12606652|4510094|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Sympathy for the Devil|Singles Collection: The London Years|198360|250921|1465560|1962-01-01|1|1|0
825|The Rolling Stones|The Last Time|Singles Collection: The London Years|7841507|246835|1465560|1962-01-01|1|1|0
825|The Rolling Stones|The Red Rooster|Singles Collection: The London Years|587423|246831|1465560|1962-01-01|1|1|0
825|The Rolling Stones|The Singer Not the Song|Singles Collection: The London Years|5652387|452269|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Time Is on My Side|Singles Collection: The London Years|4378180|246829|1465560|1962-01-01|1|1|0
825|The Rolling Stones|We Love You|Singles Collection: The London Years|5652857|234716|1465560|1962-01-01|1|1|0
825|The Rolling Stones|Wild Horses|Singles Collection: The London Years|224903|224903|1465560|1962-01-01|1|1|0
825|The Rolling Stones|You Can’t Always Get What You Want|Singles Collection: The London Years|245459|250913|1465560|1962-01-01|1|1|0
825|The Rolling Stones|(I Can’t Get No) Satisfaction|The Very Best of the Rolling Stones 1964-1971|357708|246837|1384369|1962-01-01|1|1|0
825|The Rolling Stones|Get Off of My Cloud|The Very Best of the Rolling Stones 1964-1971|435909|685708|1384369|1962-01-01|1|1|0
825|The Rolling Stones|Gimme Shelter|The Very Best of the Rolling Stones 1964-1971|382868|245451|1384369|1962-01-01|1|1|0
825|The Rolling Stones|Honky Tonk Women|The Very Best of the Rolling Stones 1964-1971|5652898|250912|1384369|1962-01-01|1|1|0
825|The Rolling Stones|Jumpin’ Jack Flash|The Very Best of the Rolling Stones 1964-1971|5652861|234722|1384369|1962-01-01|1|1|0
825|The Rolling Stones|Ruby Tuesday|The Very Best of the Rolling Stones 1964-1971|277644|14077603|1384369|1962-01-01|1|1|0
825|The Rolling Stones|Sympathy for the Devil|The Very Best of the Rolling Stones 1964-1971|198360|198360|1384369|1962-01-01|1|1|0
825|The Rolling Stones|Time Is on My Side|The Very Best of the Rolling Stones 1964-1971|4378180|14077595|1384369|1962-01-01|1|1|0
825|The Rolling Stones|Wild Horses|The Very Best of the Rolling Stones 1964-1971|224903|224903|1384369|1962-01-01|1|1|0
825|The Rolling Stones|You Can’t Always Get What You Want|The Very Best of the Rolling Stones 1964-1971|245459|245459|1384369|1962-01-01|1|1|0
825|The Rolling Stones|Around and Around|12 × 5|6302776|1219245|128540|1964-10-24|6|6|0
825|The Rolling Stones|It’s All Over Now|12 × 5|8462689|246825|128540|1964-10-24|6|6|0
825|The Rolling Stones|Susie Q|12 × 5|8270753|1219256|128540|1964-10-24|6|6|0
825|The Rolling Stones|Time Is on My Side|12 × 5|4378180|246829|128540|1964-10-24|6|6|0
825|The Rolling Stones|Under the Boardwalk|12 × 5|6345419|1003710|128540|1964-10-24|6|6|0
825|The Rolling Stones|Can I Get a Witness|England’s Newest Hit Makers|1469757|281480|149256|1964-4-17|2|2|80
825|The Rolling Stones|Carol|England’s Newest Hit Makers|10188469|281478|149256|1964-4-17|2|2|80
825|The Rolling Stones|Honest I Do|England’s Newest Hit Makers|1469750|281474|149256|1964-4-17|2|2|80
825|The Rolling Stones|I Just Wanna Make Love to You|England’s Newest Hit Makers|1469749|246828|149256|1964-4-17|2|2|80
825|The Rolling Stones|I'm a King Bee|England’s Newest Hit Makers|1469754|281477|149256|1964-4-17|2|2|80
825|The Rolling Stones|Not Fade Away|England’s Newest Hit Makers|435911|246823|149256|1964-4-17|2|2|80
825|The Rolling Stones|Tell Me (You’re Coming Back)|England’s Newest Hit Makers|1469756|1469756|149256|1964-4-17|2|2|80
825|The Rolling Stones|Walking the Dog|England’s Newest Hit Makers|9108219|281482|149256|1964-4-17|2|2|80
825|The Rolling Stones|You Can Make It If You Try|England’s Newest Hit Makers|1469758|281481|149256|1964-4-17|2|2|80
825|The Rolling Stones|(Get Your Kicks on) Route 66|The Rolling Stones|1469748|1469748|149256|1964-4-17|5|5|80
825|The Rolling Stones|Can I Get a Witness|The Rolling Stones|1469757|281480|149256|1964-4-17|5|5|80
825|The Rolling Stones|Can I Get a Witness|The Rolling Stones|1469757|15081032|149256|1964-4-17|1|1|80
825|The Rolling Stones|Carol|The Rolling Stones|10188469|281478|149256|1964-4-17|5|5|80
825|The Rolling Stones|Carol|The Rolling Stones|10188469|15081030|149256|1964-4-17|1|1|80
825|The Rolling Stones|Honest I Do|The Rolling Stones|1469750|281474|149256|1964-4-17|5|5|80
825|The Rolling Stones|Honest I Do|The Rolling Stones|1469750|15081026|149256|1964-4-17|1|1|80
825|The Rolling Stones|I Just Wanna Make Love to You|The Rolling Stones|1469749|1469749|149256|1964-4-17|5|5|80
825|The Rolling Stones|I Just Wanna Make Love to You|The Rolling Stones|1469749|15081025|149256|1964-4-17|1|1|80
825|The Rolling Stones|I'm a King Bee|The Rolling Stones|1469754|281477|149256|1964-4-17|5|5|80
825|The Rolling Stones|I'm a King Bee|The Rolling Stones|1469754|15081029|149256|1964-4-17|1|1|80
825|The Rolling Stones|Mona|The Rolling Stones|1469751|386014|149256|1964-4-17|5|5|80
825|The Rolling Stones|Not Fade Away|The Rolling Stones|435911|15081023|149256|1964-4-17|1|1|80
825|The Rolling Stones|Tell Me (You’re Coming Back)|The Rolling Stones|1469756|1469756|149256|1964-4-17|5|5|80
825|The Rolling Stones|Walking the Dog|The Rolling Stones|9108219|281482|149256|1964-4-17|5|5|80
825|The Rolling Stones|Walking the Dog|The Rolling Stones|9108219|15081034|149256|1964-4-17|1|1|80
825|The Rolling Stones|You Can Make It If You Try|The Rolling Stones|1469758|1469758|149256|1964-4-17|5|5|80
825|The Rolling Stones|You Can Make It If You Try|The Rolling Stones|1469758|15081033|149256|1964-4-17|1|1|80
825|The Rolling Stones|As Tears Go By|December's Children (and Everybody's)|452273|246843|61472|1965-12-4|1|1|0
825|The Rolling Stones|Get Off of My Cloud|December's Children (and Everybody's)|435909|246840|61472|1965-12-4|1|1|0
825|The Rolling Stones|I’m Free|December's Children (and Everybody's)|2941957|452272|61472|1965-12-4|1|1|0
825|The Rolling Stones|The Singer Not the Song|December's Children (and Everybody's)|5652387|452269|61472|1965-12-4|1|1|0
825|The Rolling Stones|As Tears Go By|December’s Children (and Everybody’s)|452273|246843|61472|1965-12-4|4|4|0
825|The Rolling Stones|Get Off of My Cloud|December’s Children (and Everybody’s)|435909|246840|61472|1965-12-4|4|4|0
825|The Rolling Stones|I’m Free|December’s Children (and Everybody’s)|2941957|452272|61472|1965-12-4|4|4|0
825|The Rolling Stones|The Singer Not the Song|December’s Children (and Everybody’s)|5652387|452269|61472|1965-12-4|4|4|0
825|The Rolling Stones|Down the Road Apiece|The Rolling Stones Now!|9442165|386015|54220|1965-2-13|1|1|0
825|The Rolling Stones|Everybody Needs Somebody to Love|The Rolling Stones Now!|6954128|386009|54220|1965-2-13|1|1|0
825|The Rolling Stones|Mona|The Rolling Stones Now!|1469751|386014|54220|1965-2-13|1|1|0
825|The Rolling Stones|Surprise, Surprise|The Rolling Stones Now!|12606652|4510094|54220|1965-2-13|1|1|0
825|The Rolling Stones|The Red Rooster|The Rolling Stones Now!|587423|246831|54220|1965-2-13|1|1|0
825|The Rolling Stones|Down the Road Apiece|The Rolling Stones, Now!|9442165|9815170|54220|1965-2-13|6|6|0
825|The Rolling Stones|Everybody Needs Somebody to Love|The Rolling Stones, Now!|6954128|9815164|54220|1965-2-13|6|6|0
825|The Rolling Stones|Mona|The Rolling Stones, Now!|1469751|386014|54220|1965-2-13|6|6|0
825|The Rolling Stones|Surprise, Surprise|The Rolling Stones, Now!|12606652|4510094|54220|1965-2-13|6|6|0
825|The Rolling Stones|The Red Rooster|The Rolling Stones, Now!|587423|246831|54220|1965-2-13|6|6|0
825|The Rolling Stones|(I Can’t Get No) Satisfaction|Out of Our Heads|357708|246837|51289|1965-7-30|5|5|95
825|The Rolling Stones|I’m Free|Out of Our Heads|2941957|246841|51289|1965-7-30|3|3|95
825|The Rolling Stones|Play With Fire|Out of Our Heads|357711|357711|51289|1965-7-30|5|5|95
825|The Rolling Stones|That's How Strong My Love Is|Out of Our Heads|8115933|357705|51289|1965-7-30|8|8|95
825|The Rolling Stones|The Last Time|Out of Our Heads|7841507|246835|51289|1965-7-30|5|5|95
825|The Rolling Stones|(I Can’t Get No) Satisfaction|Got Live If You Want It!|357708|435919|59478|1966-12-10|1|1|0
825|The Rolling Stones|(I Can’t Get No) Satisfaction|Got Live If You Want It!|357708|15092739|59478|1966-12-10|1|1|0
825|The Rolling Stones|Fortune Teller|Got Live If You Want It!|7286488|435913|59478|1966-12-10|1|1|0
