workid|artist|songname|minreleasedate|num_releases|countries|avg_rating|lyrics|title_sent|lyric_sent|is_cover|artist_cnt|cov_rating_avg|times_covered
813930|The Beatles|Memphis, Tennessee|1994-11-30|1|1|73|Long distance information Give me Memphis Tennessee. Try to find the party Trying to get in touch with me. She would not leave her number But I know who placed the call. 'Cos my uncle took the message And he wrote it on the wall. Help me, information, Get in touch with my Marie. She's the only one who'd phone me here From Memphis Tennessee. Her home is on the south side Just beyond the ridge, Just a half a mile From the Mississippi Bridge. Help me, information, More than that I cannot add. Only that I miss her And all the fun we had. We were pulled apart Because her mom would not agree. Help me get in touch with her In Memphis Tennessee. The last time I saw Marie She was waving me goodbye, With hurry homedrops on her cheek That trickled from her eyes. Marie is only six years old, Information please. Help me get in touch with her In Memphis Tennessee.|0.0|0.0759259259259|1|||
1097774|The Beatles|Shout|1995-11-21|1|1|40|You know you want to make me: Shout! Take my finger! Shout! Throw my hands back! Shout! Kick my heels up! Shout! Come on now. Shout! Take it easy Shout! Take it easy Shout! Take it easy Shout! A little bit softer now. Shout! A little bit softer now. Shout! A little bit softer now. Shout! A little bit softer now. Shout! A little bit softer now. Shout! A little bit softer now. Shout! A little bit softer now. Shout! A little bit softer now. Shout! A little bit louder now. Shout! A little bit louder now. Shout! A little bit louder now. Shout! A little bit louder now. Shout! A little bit louder now. Shout! A little bit louder now. Shout! A little bit louder now. Shout! A little bit louder now. Shout! Hey hey hey hey! Hey hey hey hey! Hey hey hey hey! Hey hey hey hey! Hey hey hey hey! Hey hey hey hey! Hey hey hey hey! Hey hey hey hey! Shout! Jump up and shout now! Shout! Jump up and shout now! Shout! Jump up and shout now! Shout! Bloody shout now! Shout! Bloody shout now! Shout! Shout! Shout! Shout! Shout! Shout! Shout! Shout! Shout!|0.0|-0.222301136364|1|||
1141092|The Beatles|Can't Buy Me Love|1964-01-20|15|7|0|Can't buy me love, oh Love, oh Can't buy me love, oh I'll buy you a diamond ring, my friend If it makes you feel all right I'll get you anything my friend If it makes you feel all right 'Cause I don't care too much for money For money can't buy me love I'll give you all I've got to give If you say you love me too I may not have a lot to give But what I got I'll give to you I don't care too much for money For money can't buy me love Can't buy me love, oh Everybody tells me so Can't buy me love, oh No, no, no, no Say you don't need no diamond rings And I'll be satisfied Tell me that you want the kind of things That money just can't buy I don't care too much for money Money can't buy me love, ow Buy me love Everybody tells me so Can't buy me love, oh No, no, no, no Say you don't need no diamond rings And I'll be satisfied Tell me that you want the kind of things That money just can't buy I don't care too much for money Money can't buy me love Can't buy me love, oh Love, oh Buy me love, oh|0.5|0.442857142857|0|47.0|46.6666666667|49.0
1186559|The Beatles|Golden Slumbers|1969-09-26|2|2|0|Once there was a way To get back homeward Once there was a way To get back home Sleep, pretty darling Do not cry And I will sing a lullaby Golden slumbers fill your eyes Smiles awake you when you rise Sleep, pretty darling Do not cry And I will sing a lullaby Once there was a way To get back homeward Once there was a way To get back home Sleep, pretty darling Do not cry And I will sing a lullaby|0.3|0.13125|0|31.0|70.0|33.0
1190167|The Beatles|Searchin'|1995-11-21|1|1|40|Gonna find her, gonna find her. Well searching. Yeah I'm gonna searching, Searching every which a-way, yeh yeh. Oh lord I'm searching, My Good Lord, searching You know honey, Searching every which away yeh yeh yeh. But I'm like that northwest mountie. You know I'll bring her in some day. Gonna find her, gonna find her. Well Charlie Chan, Simon Smith, Got nothing, child, on me. Sergeant Friday, Peter Gunn And ooo Alan B. No matter where she's hiding, She's gonna see me coming, I'm gonna walk right down that street Like Bulldog Drummon. Cos I been searching, Well searching, Oh my goodness, Searching every which a-way. But I'm like that northwest mountie. You know I'll bring her in some day. Gonna find her, gonna find her. Well Charlie Chan, Simon Smith, Got nothing, child, on me. Sergeant Friday, Peter Gunn And ooo Alan B. No matter where she's hiding, She's gonna see me coming, I'm gonna walk right down that street Like Bulldog Drummon. Aah searching, Searching, oh my my goodness. Searching every which a-way. But I'm like that northwest mountie. You know I'll bring her in some day. Gonna find her, gonna find her, Yeh yeh lord, gonna find her, Gonna find her.|0.0|0.192063492063|1|||
1269417|The Beatles|Something|1969-09-26|6|5|0|Something in the way she moves Attracts me like no other lover Something in the way she woos me I don't want to leave her now You know I believe and how Somewhere in her smile she knows That I don't need no other lover Something in her style that shows me I don't want to leave her now You know I believe and how You're asking me will my love grow I don't know, I don't know You stick around, now it may show I don't know, I don't know Something in the way she knows And all I have to do is think of her Something in the things she shows me I don't want to leave her now You know I believe and how|0.0|0.23125|0|114.0|53.3333333333|120.0
1332982|The Beatles|Rain|1988-03-07|3|3|0|If the rain comes They run and hide their heads They might as well be dead If the rain comes If the rain comes When the sun shines They slip into the shade (When the sun shines down) And sip their lemonade (When the sun shines down) When the sun shines When the sun shines Rain, I don't mind Shine, the weather's fine I can show you That when it starts to rain (When the rain comes down) Everything's the same (When the rain comes down) I can show you I can show you Rain, I don't mind Shine, the weather's fine Can you hear me? That when it rains and shines (When it rains and shines) It's just a state of mind (When it rains and shines) Can you hear me? Can you hear me? Sdeah reiht edih dna nur yeht Semoc niar eht fi (Rain) Niar (Rain) Senihs nus|0.0|0.00138888888889|0|22.0|0.0|25.0
1469748|The Rolling Stones|(Get Your Kicks on) Route 66|1964-04-17|1|1|80||0.0|0.0|1|||
1469749|The Rolling Stones|I Just Wanna Make Love to You|1964-04-17|12|4|0||0.5|0.0|1|||
1469750|The Rolling Stones|Honest I Do|1964-04-17|3|3|80|Don't you know that I love you Honest I do I'll never please No one but you Please tell me you love me Stop driving me mad You the sweetest little woman That I ever had Please tell me you love me Stop driving me mad When I woke up this morning Never felt so bad|0.6|-0.0046875|1|||
1469751|The Rolling Stones|Mona|1964-04-17|3|3|0|I say hey, Mona Oh, Mona I say yeah, yeah, yeah, yeah, Mona Oh, Mona I tell you Mona what I wanna do I'll build a house next door to you Can I see you sometimes? We can blow kisses through the blinds Yeah can I out come out on the front And listen to my heart go bumpety bump I need you baby that's no lie Without your love I'd surely die I say hey, Mona Oh, Mona I say yeah, yeah, yeah, yeah, Mona Oh, Mona I say hey, hey Mona Oh, Mona I say yeah, yeah, yeah, yeah, Mona Oh, Mona I tell you Mona what I wanna do I'm gonna build a house next door to you Can I see you sometime? We can blow kisses through the blinds Yeah can I out come out on the front And listen to my heart go bumpety bump I need you baby that's no lie Without your love I'd surely die I say hey, hey Mona Oh, Mona I say yeah, yeah, yeah, yeah, Mona Oh, Mona|0.0|0.333333333333|1|||
1469754|The Rolling Stones|I'm a King Bee|1964-04-17|3|3|80|Well I'm a king bee Buzzing around your hive Well I'm a king bee, baby Buzzing around your hive Yeah I can make honey baby Let me come inside Well I'm a king bee Want you to be my queen Well I'm a king bee, baby Want you to be my queen Together we can make honey The world has never seen Well, buzz a while... Sting you bad... Well I'm a king bee Can buzz all night long Well I'm a king bee, baby Can buzz all night long Yeah I can buzz better baby When your man is gone|0.0|-0.075|1|||
1469756|The Rolling Stones|Tell Me (You're Coming Back)|1964-04-17|5|4|0|I want you back again I want your love again I know you find it hard to reason with me But this time it's different, darling you'll see You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me You said we're through before You walked out on me before I tried to tell you, but you didn't want to know This time you're different and determined to go You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me (oh yeah) You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me I wait as the days go by I long for the nights to go by I hear the knock on my door that never comes I hear the telephone that hasn't rung You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me You gotta tell me you're coming back to me|0.0|0.00608974358974|0|7.0|0.0|7.0
1469757|The Rolling Stones|Can I Get a Witness|1964-04-17|3|3|80|"Ah ah listen to everybody (body) Especially you girls (girl) It's not right to be left alone When the one you love is never home I loved to hard my friends sometime say But I believe, I believe That a woman should be loved that way But it hurts me so inside To see you treat me so unkind Somebody, somewhere tell her it ain't fair Can I get a witness (can I get a witness) I want a witness (can I get a witness) I want a witness (can I get a witness) Somebody (can I get a witness) Is it right to be treated so bad When you give it everything you had If I talks in my sleep 'Cuz I haven't seen my baby all week Now you chicks you all agree This ain't the way it's supposed to be Let me hear you Let me hear you say, ""yeah yeah"" Up early in the morning Well they're all in my mind Just to find her out all night Well I've been crying But I believe A women's a man's best friend I'm gonna stick by her 'Till the very end Well she caused me so much misery I forget how it's supposed to be Somebody, somewhere Tell her it ain't fair Can I get a witness Can I get a witness (can I get a witness) I want a witness (can I get a witness) Witness, witness (can I get a witness) Witness, witness (can i get a witness) Everybody knows, especially you girls That a love can be sad But half a loves is twice as bad Now you chicks you all agree That ain't the way love's supposed to be Let me hear ya Let me hear you say ""yeah yeah"" I want a witness (can I get a witness) I want a witness (can I get a witness) Yeah I want a witness (I want a witness) Somebody (can I get a witness) Is it right to be treated so bad When you give it everything you had If I talk, in my sleep 'Cuz i haven't seen my baby all week Yeah she caused me so much misery That ain't the way it's supposed to be Let me hear Let me hear you say ""yeah yeah"" I want a witness (can I get a witness) I want a witness (can I get a witness) I want be (can I get a witness) I want a witness (can I get a witness) Witness, witness I want a witness"|0.0|0.12680952381|1|||
1469758|The Rolling Stones|You Can Make It If You Try|1964-04-17|3|3|80|You can make it if you try You can make it if you try You can make it if you try Yeh, yeh you can make it if you try Sometime you had to fall Don't you know sometime you want to cry Don't it make you feel so bad sometime You wanna lay down and die Yeh, yeh, you can make it if you try, ummmmmmm If you're baby treats you wrong Don't run around being blue Remember my friend Everybdody can't win 'Cuz you know sometime, sometime You got to lose You can make it if you try They always told me I could make it if I tried I'm going to make it if I try Yeh, yeh, i'm gonna make it if I try If you try|0.0|-0.111111111111|1|||
1532808|The Beatles|Here, There and Everywhere|1966-08-05|3|2|80|To lead a better life I need my love to be here Here, making each day of the year Changing my life with a wave of her hand Nobody can deny that there's something there There, running my hands through her hair Both of us thinking how good it can be Someone is speaking, but she doesn't know he's there I want her everywhere And if she's beside me I know I need never care But to love her is to need her Everywhere, knowing that love is to share Each one believing that love never dies Watching their eyes and hoping I'm always there I want her everywhere And if she's beside me I know I need never care But to love her is to need her Everywhere, knowing that love is to share Each one believing that love never die Watching their eyes and hoping I'm always there I will be there and everywhere Here, there and everywhere|0.0|0.522222222222|0|89.0|40.0|94.0
1777813|The Beatles|Devil in His Heart|1963-11-22|8|3|0||0.0|0.0|1|||
2162960|The Rolling Stones|Backstreet Girl|1967-01-20|2|2|80|I don't want you to be high I don't want you to be down Don't want to tell you no lie Just want you to be around Please come right up to my ears You will be able to hear what I say Don't want you out in my world Just you be my backstreet girl Please don't be part of my life Please keep yourself to yourself Please don't you bother my wife That way you won't get no hell Don't try to ride on my horse You're rather common and coarse anyway Don't want you out in my world Just you be my backstreet girl Please don't you call me at home Please don't come knocking at night Please never ring on the phone Your manners are never quite right Please take the favors I grant Curtsy and look nonchalant, just for me Don't want you part of my world Just you be my backstreet girl|0.0|0.110839002268|0|5.0|0.0|5.0
2162969|The Rolling Stones|Something Happened to Me Yesterday|1967-01-20|2|2|80|"Something happened to me yesterday Something I can't speak of right away Something happened to me Something oh so groovy Something happened to me yesterday He don't know if it's right or wrong Maybe he should tell someone He's not sure just what it was Or if it's against the law Something Something very strange i hear you say You're talking in a most peculiar way But something really threw me Something oh so groovy Something happend to me yesterday (Yesterday) He don't know just where it's gone He don't really care at all No one's sure just what it was Or the meaning, end, or cause Something (What kinda joint is this) (Take your partners) Me don't know if it's right or wrong Maybe he should tell someone He's not sure just what it was Or if it's against the law Something Someone says there's something more to pay For sins that you committed yesterday It's really rather drippy But something oh so trippy Something happened to me yesterday He don't know just where it's gone He don't really care at all No one's sure just what it was Or the meaning, end, or cause Something Someone's singing loud across the bay Sittin on a mat about to pray Isn't half as looney As something oh so groovy Something happened to me yesterday He don't know if it's right or wrong Maybe he should tell someone He's not sure just what it was Or if it's against the law Something (spoken) Well thank you very much and now I think it's time for us All to go.  so from all of us to all of you not forgetting The boys in the band and our producer, Reg Thorpe, We'd like to say ""God Bless""  So, if you're out tonight, Don't forget, if you're on your bike, wear white... Evening all."|0.0|0.079182194617|0|2.0|0.0|2.0
2179748|The Rolling Stones|I Don't Know Why|1975-06-06|2|1|0|I don't know why I love you babe I don't know why I love you I don't know why I love you, baby But I love you darlin' yes I do You always treat me like a fool You kick me when I'm down that's your rule I don't know why I love you baby But I love you When are you gonna stop your cheatin' ways With another guy you laugh in my face Just how long must I be disgraced Cause I love you baby I don't know I don't know why babe I don't know I don't know why baby now I don't know why I love you baby But I love you When are you gonna stop your cheatin' ways With another guy you laugh in my face Just how long must I be disgraced Cause I love you baby I don't know I don't know why babe I don't know I don't know why baby now I don't know why I love you baby|0.0|0.365277777778|1|||
2238972|The Beatles|She Said She Said|1966-08-05|3|2|80|"She said ""I know what it's like to be dead I know what it is to be sad"" And she's making me feel like I've never been born I said ""Who put all those things in your head? Things that make me feel that I'm mad And you're making me feel like I've never been born"" She said, ""You don't understand what I said."" I said, ""No, no, no. You're wrong. When I was a boy, Everything was right. Everything was right."" I said ""Even though you know what you know I know that I'm ready to leave 'Cos you're making me feel like I've never been born."" She said, ""You don't understand what I said."" I said, ""No, no, no. You're wrong. When I was a boy, Everything was right. Everything was right."" I said ""Even though you know what you know I know that I'm ready to leave 'Cos you're making me feel like I've never been born."" She said, she said ""I know what it's like to be dead. I know what it's like to be dead. I know what it is to be sad. I know what it is to be sad. I know what it's like to be dead. I know what it's like to be dead."""|0.0|-0.151890756303|0|18.0|60.0|18.0
2261384|The Beatles|All My Loving|1963-11-22|15|6|0|Close your eyes and I'll kiss you Tomorrow I'll miss you Remember I'll always be true And then while I'm away I'll write home every day And I'll send all my loving to you I'll pretend that I'm kissing The lips I am missing And hope that my dreams will come true And then while I'm away I'll write home every day And I'll send all my loving to you All my loving I will send to you All my loving Darling, I'll be true Close your eyes and I'll kiss you Tomorrow I'll miss you Remember I'll always be true And then while I'm away I'll write home every day And I'll send all my loving to you All my loving I will send to you All my loving Darling, I'll be true All my loving All my loving, ooh All my loving I will send to you|0.6|0.471875|0|42.0|55.0|45.0
2374813|The Beatles|Falling in Love Again (Can't Help It)|1988-01-01|1|1|0|"Falling in love again, for the love we share As you hear me say ""I adore you."" I'm falling in love again, oh, my darling, it seems All my darling it seems, I love you. All our romances would never go astray My love is your love, forever and a day Falling in love again, paradise right here I love that you're my dear, I love you. (Instrumental break) Falling in love again, for the love we share As you hear me say ""I adore you."" Falling in love again, paradise right here I love that you're my dear, I love you."|0.5|0.473214285714|1|||
2374845|The Beatles|When I'm Sixty-Four|1967-06-01|4|4|0|When I get older Losing my hair Many years from now Will you still be sending me a Valentine? Birthday greetings, bottle of wine? If I'd been out Till quarter to three Would you lock the door? Will you still need me Will you still feed me When I'm sixty-four? You'll be older too And if you say the word I could stay with you I could be handy Mending a fuse When your lights have gone You can knit a sweater by the fireside Sunday mornings go for a ride Doing the garden Digging the weeds Who could ask for more? Will you still need me Will you still feed me When I'm sixty-four? Every summer we can rent a cottage In the Isle of Wight if it's not too dear We shall scrimp and save (we shall scrimp and save) Grandchildren on your knee Vera, Chuck, and Dave Send me a postcard Drop me a line Stating point of view Indicate precisely what you mean to say Yours sincerely wasting away Give me your answer Fill in a form Mine for evermore Will you still need me Will you still feed me When I'm sixty-four?|0.0|0.315104166667|0|46.0|0.0|47.0
2648186|The Beatles|Hallelujah, I Love Her So|1988-01-01|3|2|0|Let me tell you about a girl I know, She's my baby and I love her so. Every morning when the sun comes up, She brings me coffee in my favorite cup. That's why I know, yes I know, Hallelujah I just love her so. When I call her on the telephone, She says: baby, I'm all alone. By the time I count from one to four, She'll be knocking on my door. In the evening when the sun goes down And there ain't nobody else around, She kisses me and she holds me tight. She says: baby everything is alright. That's why I know, that's why I know Hallelujah I just love her so. Hallelujah I just love her so, Hallelujah I just love that chick so|0.5|0.333234126984|1|||
2750305|The Rolling Stones|Paint It Black|1966-04-15|20|8|0|I see a red door and I want it painted black No colours anymore, I want them to turn black I see the girls walk by dressed in their summer clothes I have to turn my head until my darkness goes I see a line of cars and they're all painted black With flowers and my love both never to come back I see people turn their heads and quickly look away Like a newborn baby, it just happens every day I look inside myself and see my heart is black I see my red door and must have it painted black Maybe then I'll fade away and not have to face the facts It's not easy facin' up when your whole world is black No more will my green sea go turn a deeper blue I could not foresee this thing happening to you If I look hard enough into the settin' sun My love will laugh with me before the mornin' comes I see a red door and I want it painted black No colours anymore, I want them to turn black I see the girls walk by dressed in their summer clothes I have to turn my head until my darkness goes Hmm... I wanna see your face painted black Black as night, black as coal I wanna see the sun blotted out from the sky I wanna see it painted, painted, painted, painted black, yeah! Hmm...|-0.166666666667|-0.0432098765432|0|98.0|80.0|105.0
2941957|The Rolling Stones|I'm Free|1965-07-30|14|7|0|I'm free to do what I want any old time I'm free to do what I want any old time So love me, hold me Love me, hold me I'm free any old time to get what I want I'm free to sing my song though it gets out of time I'm free to sing my song though it gets out of time So love me, hold me Love me, hold me And I'm free any old time to get what I want, yeah Love me, hold me Love me, hold me But I'm free any old time to get what I want I'm free to choose what I please any old time I'm free to please what I choose any old time So hold me, love me Love me, hold me But I'm free any old time to get what I want, yes I am|0.4|0.338461538462|0|5.0|100.0|7.0
2954920|The Beatles|Red Sails in the Sunset|1988-01-01|1|1|0||0.0|0.0|1|||
3069327|The Rolling Stones|Just My Imagination (Running Away With Me)|1978-06-09|2|2|0|"I look out my window watch her as she passes by I say to myself I'm such a lucky guy To have a girl like her is a dream come true And of all the girls in New York she loves me true It was just my imagination, once again Running away with me It was just my imagination Running away with me Soon we'll be married and raise a family Two boys for you, what about two girls for me I tell you I am just a fellow with a one track mind Whatever it is I want baby I seek and I shall find I'll tell ya It was just my imagination, once again Running away with me It was just my imagination Running away with me Every night I hope and pray ""Dear lord, hear my plea Don't ever let another take her love from me Or I will surely die"" Her love is ecstasy When her arms enfold me I hear her tender rhapsody But in reality, she doesn't even know... me"|0.0|0.324410774411|1|||
3392386|The Rolling Stones|You Got to Move|1970-09-01|4|3|0||0.0|0.0|1|||
3440097|The Beatles|Strawberry Fields Forever|1967-11-27|6|6|0|Let me take you down 'cause I'm going to Strawberry Fields Nothing is real And nothing to get hung about Strawberry Fields forever Living is easy with eyes closed Misunderstanding all you see It's getting hard to be someone but it all works out It doesn't matter much to me Let me take you down 'cause I'm going to Strawberry Fields Nothing is real And nothing to get hung about Strawberry Fields forever No-one I think is in my tree I mean it must be high or low. That is you can't you know tune in but it's alright That is I think it's not too bad Let me take you down 'cause I'm going to Strawberry Fields Nothing is real And nothing to get hung about Strawberry Fields forever Always know sometimes think it's me But you know I know and it's a dream I think I know of thee, ah, yes, but it's all wrong That is I think I disagree Let me take you down 'cause I'm going to Strawberry Fields Nothing is real And nothing to get hung about Strawberry Fields forever Strawberry Fields forever Strawberry Fields forever|0.0|-0.054885620915|0|54.0|40.0|57.0
4378180|The Rolling Stones|Time Is on My Side|1964-10-24|18|6|0|Time is on my side, yes it is Time is on my side, yes it is Now you always say That you want to be free But you'll come running back (said you would baby) You'll come running back (I said so many times before) You'll come running back to me Oh, time is on my side, yes it is Time is on my side, yes it is You're searching for good times But just wait and see You'll come running back (I won't have to worry no more) You'll come running back (spend the rest of my life with you, baby) You'll come running back to me Go ahead, go ahead and light up the town And baby, do everything your heart desires Remember, I'll always be around And I know, I know Like I told you so many times before You're gonna come back, baby 'Cause I know You're gonna come back knocking Yeah, knocking right on my door Yes, yes Well, time is on my side, yes it is Time is on my side, yes it is 'Cause I got the real love The kind that you need You'll come running back (said you would, baby) You'll come running back (I always said you would) You'll come running back, (won't have to worry no more) to me Yes time, time, time is on my side, yes it is Time, time, time is on my side, yes it is Oh, time, time, time is on my side, yes it is I said, time, time, time is on my side, yes it is Oh, time, time, time is on my side Yeah, time, time, time is on my side|0.0|0.173129251701|1|||
4561397|The Rolling Stones|Stop Breaking Down Blues|1972-05-12|1|1|96||-0.155555555556|0.0|1|||
5506905|The Beatles|Rock and Roll Music|1964-12-04|7|5|0|Just let me hear some of that rock and roll music Any old way you choose it It's got a back beat, you can't lose it Any old time you use it Gotta be rock-roll music If you wanna dance with me If you wanna dance with me I got no kick against modern jazz Unless they try to play it too darn fast And lose the beauty of the melody Until it sounds just like a symphony That's why I go for that rock and roll music Any old way you choose it It's got a back beat, you can't lose it Any old time you use it It's gotta be rock-roll music If you wanna dance with me If you wanna dance with me I took my love on over 'cross the tracks And she declaim a man a wailin' sax I must admit they had a rockin' band Man, they were blowin' like a hurrican' That's why I go for that rock and roll music Any old way you choose it It's got a back beat, you can't lose it Any old time you use it Gotta be rock and roll music If you wanna dance with me If you wanna dance with me Way down South they had a jubilee Them Georgia folks they had a jamboree They're drinkin' homebrew from a wooden cup The folks were dancin' and got all shook up And started playin' that rock and roll music Any old time you use it It's got a back beat, you can't lose it Any old time you use it Gotta be rock-roll music If you wanna dance with me If you wanna dance with me Don't care to hear them play a tango I'm in no mood to take a mambo It's way too early for a congo So keep on rockin' that piano That's why I go for that rock and roll music Any old time you use it It's got a black beat, you can't lose it Any old time you use it Oughta got rock-roll music If you wanna dance with me If you wanna dance with me|0.0|0.0762626262626|1|||
5652387|The Rolling Stones|The Singer Not the Song|1965-12-04|5|3|0|Everywhere you want I always go I always give in because, babe, you know You just say so 'cause you give me that feeling inside That I know must be right It's the singer not the song It's not the way you give in willingly Others do it without thrilling me Giving me that same old feeling inside That I know I must be right It's the singer not the song The same old places and the same old songs We've been going there for much too long There's something wrong and it gives me that feeling inside That I know I must be right It's the singer not the song It's the singer not the song It's the singer not the song|0.0|0.0933673469388|1|||
5652857|The Rolling Stones|We Love You|1971-01-01|8|5|0|We don't care if you only love we We don't care if you only love we We love you We love you And we hope that you will love we too We love they We love they And we want you to love they too We don't care if you hound we And lock the doors around we We've locked it in our minds 'Cause we love you We love you You will never win we Your uniforms don't fit we You're dead and then we're in 'Cause we love you (We love you) Of course, we do I love you I love you And I hope that you will love me too We love you We do We love you We do|0.5|0.377272727273|0|6.0|0.0|6.0
5652861|The Rolling Stones|Jumpin' Jack Flash|1969-09-13|22|7|0|Watch it! I was born in a crossfire hurricane And I howled at my ma in the drivin' rain But it's all right now, in fact it's a gas But it's all right, I'm Jumpin' Jack Flash It's a gas, gas, gas I was raised by a toothless, bearded hag I was schooled with a strap right across my back But it's all right now, in fact it's a gas But it's all right, I'm Jumpin' Jack Flash It's a gas, gas, gas Ooh I was drowned, I was washed up and left for dead I fell down to my feet and I saw they bled, yeah yeah I frowned at the crumbs of a crust of bread, yeah yeah yeah I was crowned with a spike right through my head But it's all right now, in fact it's a gas But it's all right, I'm Jumpin' Jack Flash It's a gas, gas, gas Jumping Jack Flash, it's a gas Jumping Jack Flash, it's a gas Jumping Jack Flash, it's a gas Jumping Jack Flash, it's a gas Jumping Jack Flash, it's a gas Jumping Jack Flash, it's a gas|0.0|0.140781440781|0|45.0|62.3333333333|52.0
5652898|The Rolling Stones|Honky Tonk Women|1969-09-13|19|8|0|I met a gin-soaked barroom queen in Memphis She tried to take me upstairs for a ride She had to heave me right across her shoulder 'Cause I just can't seem to drink you off my mind It's the honky tonk women Gimme, gimme, gimme the honky tonk blues I laid a divorcée in New York City I had to put up some kind of a fight The lady then she covered me in roses She blew my nose and then she blew my mind It's the honky tonk women Gimme, gimme, gimme the honky tonk blues All right It's the honky tonk women That gimme, gimme, gimme the honky tonk blues It's the honky tonk women Gimme, gimme, gimme the honky tonk blues, whoo|0.0|0.326948051948|0|45.0|90.0|52.0
5652941|The Rolling Stones|Angie|1973-08-31|14|5|0|Angie, Angie When will those clouds all disappear? Angie, Angie Where will it lead us from here? With no lovin' in our souls And no money in our coats You can't say we're satisfied But Angie, Angie You can't say we never tried Angie, you're beautiful, yeah But ain't it time we said goodbye? Angie, I still love ya Remember all those nights we cried? All the dreams we held so close Seemed to all go up in smoke Let me whisper in your ear Angie, Angie Where will it lead us from here? Oh, Angie, don't you weep All your kisses still taste sweet I hate that sadness in your eyes But, Angie (wooh), Angie Ain't it time we said goodbye, yeah? With no lovin' in our souls And no money in our coats You can't say we're satisfied But Angie, I still love you, baby Everywhere I look, I see your eyes There ain't a woman that comes close to you Come on, baby, dry your eyes But Angie, Angie Ain't it good to be alive? Angie, Angie They can't say we never tried|0.0|0.313333333333|0|30.0|66.6666666667|35.0
5681695|The Beatles|Lady Madonna|1968-03-15|8|7|0|Lady Madonna Children at your feet Wonder how you manage to make ends meet? Who finds the money When you pay the rent Did you think that money was heaven sent? Friday night arrives without a suitcase Sunday morning creeping like a nun Monday's child has learned to tie his bootlace See how they run Lady Madonna Baby at your breast Wonders how you manage to feed the rest See how they run Lady Madonna Lying on the bed Listen to the music playing in your head Tuesday afternoon is never ending Wednesday morning papers didn't come Thursday night your stockings needed mending See how they run Lady Madonna Children at your feet Wonder how you manage to make ends meet|0.0|0.0|0|53.0|55.0|57.0
5681696|The Beatles|The Inner Light|1968-03-15|3|3|0|Without going out of my door I can know all things on Earth Without looking out of my window I can know the ways of heaven The farther one travels The less one knows The less one really know Without going out of your door You can know all things on Earth Without looking out of your window You can know the ways of heaven The farther one travels The less one knows The less one really know Arrive without travelling See all without looking Do all without doing|0.2|-0.0444444444444|0|2.0|0.0|2.0
5682002|The Beatles|She Loves You|1963-08-23|9|6|0|She loved you, yeah, yeah, yeah She loved you, yeah, yeah, yeah She loved you, yeah, yeah, yeah, yeah You think you've lost your love Well, I saw her yesterday It's you she's thinking of And she told me what to say She said she loves you And you know that can't be bad Yes, she loves you And you know you should be glad She said you hurt her so She almost lost her mind But now she says she knows You're not the hurting kind She said she loves you And you know that can't be bad Yes, she loves you And you know you should be glad Ooh She loved you, yeah, yeah, yeah She loved you, yeah, yeah, yeah And with a love like that You know you should be glad You know it's up to you I think it's only fair Pride can hurt you too Apologize to her Because she loves you And you know that can't be bad She loves you And you know you should be glad Ooh She loved you, yeah, yeah, yeah She loved you, yeah, yeah, yeah With a love like that You know you should be glad With a love like that You know you should be glad With a love like that You know you should be glad Yeah, yeah, yeah Yeah, yeah, yeah, yeah|0.0|0.404|0|40.0|100.0|41.0
5682217|The Beatles|We Can Work It Out|1973-04-02|6|5|0|Try to see it my way Do I have to keep on talking till I can't go on? While you see it your way Run the risk of knowing that our love may soon be gone We can work it out We can work it out Think of what you're saying You can get it wrong and still you think that it's alright Think of what I'm saying We can work it out and get it straight or say good night We can work it out We can work it out Life is very short and there's no time For fussing and fighting, my friend I have always thought that it's a crime So I will ask you once again Try to see it my way Only time will tell if I am right or I am wrong While you see it your way There's a chance that we might fall apart before too long We can work it out We can work it out Life is very short and there's no time For fussing and fighting, my friend I have always thought that it's a crime So I will ask you once again Try to see it my way Only time will tell if I am right or I am wrong While you see it your way There's a chance that we might fall apart before too long We can work it out We can work it out|0.0|0.0265306122449|0|50.0|73.3333333333|54.0
6007733|The Beatles|Sweet Little Sixteen|1988-01-01|3|2|0|They're really rocking in Boston, In Philadelphia PA, Deep in the heart of Texas, On down the Frisco bay. All over Saint Louis And down in New Orleans. All the cats want to dance with Sweet little sixteen. Sweet little sixteen, She's just got to have About half a million Framed autopraphs. Her wall is filled with pictures, She gets them one by one. Becomes so excited, Oh watch her at the run boy. Oh mommy mommy, Please may I go. You know it's such a sight to see Somebody steal the show. Oh daddy daddy, I beg of you. Please say it to mommy It's alright with you. Sweet little sixteen She's got the grown up blues. Tight dresses and lipstick, She's sporting in high heeled boots. Oh but tomorrow morning She'll have to change her trend Become sweet sixteen And back in class again. They're really rocking in Boston, In Philadelphia PA, Deep in the heart of Texas, On down the Frisco bay. All over Saint Louis And down in New Orleans. All the cats want to dance with Sweet little sixteen.|0.08125|0.0630871905872|1|||
